,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Discount,Quantity,Sales,Profit,Last Ordered,Returned,Category,Sub-Category,Product Name
17,CA-2014-100762,2014-11-24,2014-11-29,Standard Class,NG-18355,OFF-PA-10004082-0,0.0,2,15.96,7.98,3745,Yes,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book"
18,CA-2014-100860,2014-03-26,2014-03-30,Second Class,CS-12505,OFF-LA-10001982-0,0.0,5,18.75,9.0,3988,No,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set
19,CA-2014-100867,2014-10-19,2014-10-24,Standard Class,EH-14125,TEC-PH-10004922-0,0.2,6,321.552,20.097,3781,Yes,Technology,Phones,RCA Visys Integrated PBX 8-Line Router
20,CA-2014-100881,2014-03-28,2014-04-01,Standard Class,DR-12940,TEC-PH-10003273-0,0.2,3,302.376,22.6782,3986,No,Technology,Phones,AT&T TR1909W
21,CA-2014-100895,2014-06-02,2014-06-06,Standard Class,SV-20785,OFF-AR-10004511-0,0.0,2,8.56,2.6536,3920,No,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack"
22,CA-2014-100895,2014-06-02,2014-06-06,Standard Class,SV-20785,OFF-ST-10001490-0,0.0,2,356.94,107.082,3920,No,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand"
23,CA-2014-100895,2014-06-02,2014-06-06,Standard Class,SV-20785,TEC-PH-10001425-0,0.0,3,239.97,67.1916,3920,No,Technology,Phones,Mophie Juice Pack Helium for iPhone
24,CA-2014-100916,2014-10-21,2014-10-26,Standard Class,FH-14275,FUR-TA-10004607-0,0.0,4,591.32,112.3508,3779,No,Furniture,Tables,Hon 2111 Invitation Series Straight Table
25,CA-2014-100916,2014-10-21,2014-10-26,Standard Class,FH-14275,OFF-AR-10001022-0,0.0,1,2.84,0.8804,3779,No,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters
26,CA-2014-100916,2014-10-21,2014-10-26,Standard Class,FH-14275,OFF-ST-10003479-0,0.0,5,194.7,9.735,3779,No,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum"
27,CA-2014-100972,2014-11-19,2014-11-24,Second Class,DB-13360,OFF-PA-10000357-0,0.0,3,166.44,79.8912,3750,No,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11"
28,CA-2014-101147,2014-12-02,2014-12-04,First Class,MC-17575,OFF-AP-10004249-0,0.8,1,2.394,-6.3441,3737,No,Office Supplies,Appliances,Staple holder
29,CA-2014-101175,2014-12-09,2014-12-14,Standard Class,DM-12955,OFF-ST-10004950-0,0.2,6,100.704,-1.2588,3730,No,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost"
30,CA-2014-101266,2014-08-27,2014-08-30,Second Class,MM-17920,OFF-PA-10002986-0,0.0,2,13.36,6.4128,3834,No,Office Supplies,Paper,Xerox 1898
31,CA-2014-101364,2014-12-22,2014-12-26,Standard Class,TW-21025,OFF-BI-10003984-0,0.2,13,296.712,100.1403,3717,No,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder'
32,CA-2014-101392,2014-12-07,2014-12-13,Standard Class,AS-10630,OFF-ST-10000532-0,0.0,7,269.36,70.0336,3732,No,Office Supplies,Storage,Advantus Rolling Drawer Organizers
33,CA-2014-101427,2014-12-26,2014-12-30,Standard Class,AY-10555,OFF-AR-10002257-0,0.2,3,8.016,1.1022,3713,No,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear"
34,CA-2014-101462,2014-04-20,2014-04-25,Standard Class,BP-11230,FUR-FU-10000409-0,0.0,4,59.92,27.5632,3963,No,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt"
35,CA-2014-101476,2014-09-12,2014-09-13,First Class,SD-20485,TEC-MA-10000029-0,0.0,1,69.99,30.0957,3818,No,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner"
36,CA-2014-101560,2014-11-28,2014-12-01,Second Class,CS-12250,FUR-FU-10003773-0,0.0,5,397.6,43.736,3741,No,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets
37,CA-2014-101560,2014-11-28,2014-12-01,Second Class,CS-12250,OFF-AR-10004757-0,0.0,4,13.12,4.3296,3741,No,Office Supplies,Art,Crayola Colored Pencils
38,CA-2014-101560,2014-11-28,2014-12-01,Second Class,CS-12250,OFF-BI-10000309-0,0.0,3,45.66,22.3734,3741,No,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black"
39,CA-2014-101560,2014-11-28,2014-12-01,Second Class,CS-12250,OFF-PA-10001363-0,0.0,7,85.96,40.4012,3741,No,Office Supplies,Paper,Xerox 1933
40,CA-2014-101602,2014-12-15,2014-12-18,First Class,MC-18100,FUR-CH-10004675-0,0.3,5,763.28,-21.808,3724,No,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton"
41,CA-2014-101602,2014-12-15,2014-12-18,First Class,MC-18100,TEC-PH-10000169-0,0.2,3,40.68,-9.153,3724,No,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder
42,CA-2014-101770,2014-03-31,2014-04-04,Standard Class,KB-16240,OFF-BI-10001097-0,0.7,1,1.869,-1.3083,3983,No,Office Supplies,Binders,Avery Hole Reinforcements
43,CA-2014-101833,2014-11-17,2014-11-22,Second Class,FG-14260,OFF-PA-10003591-0,0.0,3,34.44,17.22,3752,No,Office Supplies,Paper,Southworth 100% Cotton The Best Paper
44,CA-2014-101931,2014-10-28,2014-10-31,First Class,TS-21370,FUR-BO-10001337-0,0.15,6,616.998,-36.294,3772,No,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases
45,CA-2014-101931,2014-10-28,2014-10-31,First Class,TS-21370,OFF-BI-10004140-0,0.2,2,7.184,2.245,3772,No,Office Supplies,Binders,Avery Non-Stick Binders
46,CA-2014-101931,2014-10-28,2014-10-31,First Class,TS-21370,OFF-ST-10003442-0,0.0,5,141.4,38.178,3772,No,Office Supplies,Storage,Eldon Portable Mobile Manager
47,CA-2014-101931,2014-10-28,2014-10-31,First Class,TS-21370,OFF-SU-10000646-0,0.0,2,480.74,14.4222,3772,No,Office Supplies,Supplies,Premier Automatic Letter Opener
48,CA-2014-101931,2014-10-28,2014-10-31,First Class,TS-21370,OFF-SU-10002301-0,0.0,2,6.28,0.0628,3772,No,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers
49,CA-2014-102008,2014-09-30,2014-10-04,Standard Class,RA-19915,OFF-PA-10004092-0,0.0,1,48.94,24.47,3800,No,Office Supplies,Paper,Tops Green Bar Computer Printout Paper
50,CA-2014-102085,2014-10-04,2014-10-09,Standard Class,JD-16015,OFF-LA-10002475-0,0.0,4,29.24,13.7428,3796,No,Office Supplies,Labels,Avery 519
51,CA-2014-102274,2014-11-21,2014-11-26,Standard Class,DH-13075,OFF-AR-10002833-0,0.0,3,5.46,1.4742,3748,No,Office Supplies,Art,Newell 322
52,CA-2014-102274,2014-11-21,2014-11-26,Standard Class,DH-13075,OFF-PA-10004359-0,0.0,6,629.1,301.968,3748,No,Office Supplies,Paper,Multicolor Computer Printout Paper
53,CA-2014-102274,2014-11-21,2014-11-26,Standard Class,DH-13075,OFF-ST-10001511-0,0.0,3,193.95,9.6975,3748,No,Office Supplies,Storage,Space Solutions Commercial Steel Shelving
54,CA-2014-102274,2014-11-21,2014-11-26,Standard Class,DH-13075,TEC-PH-10002923-0,0.0,1,36.99,9.9873,3748,No,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural"
55,CA-2014-102295,2014-11-24,2014-11-26,Second Class,EH-13990,FUR-CH-10001714-0,0.2,1,120.712,-18.1068,3745,No,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy"
56,CA-2014-102330,2014-12-29,2015-01-03,Standard Class,AI-10855,OFF-LA-10003923-0,0.0,6,88.8,44.4,3710,No,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing
57,CA-2014-102330,2014-12-29,2015-01-03,Standard Class,AI-10855,TEC-PH-10001051-0,0.2,4,319.968,35.9964,3710,No,Technology,Phones,HTC One
58,CA-2014-102645,2014-01-23,2014-01-28,Standard Class,IM-15055,OFF-PA-10001804-0,0.0,6,40.08,19.2384,4050,No,Office Supplies,Paper,Xerox 195
59,CA-2014-102652,2014-04-06,2014-04-12,Standard Class,AY-10555,FUR-FU-10000747-0,0.0,2,91.96,15.6332,3977,Yes,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets
60,CA-2014-102652,2014-04-06,2014-04-12,Standard Class,AY-10555,FUR-FU-10001918-0,0.0,7,33.11,12.9129,3977,Yes,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings
61,CA-2014-102652,2014-04-06,2014-04-12,Standard Class,AY-10555,OFF-PA-10001977-0,0.0,1,55.48,26.6304,3977,Yes,Office Supplies,Paper,Xerox 194
62,CA-2014-102652,2014-04-06,2014-04-12,Standard Class,AY-10555,OFF-PA-10003309-0,0.0,3,19.44,9.3312,3977,Yes,Office Supplies,Paper,Xerox 211
63,CA-2014-102673,2014-11-01,2014-11-05,Standard Class,KH-16630,OFF-AR-10000634-0,0.2,3,10.272,0.8988,3768,No,Office Supplies,Art,Newell 320
64,CA-2014-102673,2014-11-01,2014-11-05,Standard Class,KH-16630,OFF-FA-10003021-0,0.2,5,7.52,1.41,3768,No,Office Supplies,Fasteners,Staples
65,CA-2014-102673,2014-11-01,2014-11-05,Standard Class,KH-16630,OFF-LA-10001771-0,0.2,12,47.808,15.5376,3768,No,Office Supplies,Labels,Avery 513
66,CA-2014-102673,2014-11-01,2014-11-05,Standard Class,KH-16630,TEC-PH-10004434-0,0.2,9,978.84,110.1195,3768,No,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray
67,CA-2014-102869,2014-09-09,2014-09-14,Second Class,LC-17140,FUR-FU-10002456-0,0.2,3,17.472,5.0232,3821,No,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange"
68,CA-2014-102869,2014-09-09,2014-09-14,Second Class,LC-17140,OFF-PA-10000788-0,0.2,3,15.552,5.4432,3821,No,Office Supplies,Paper,Xerox 210
69,CA-2014-102869,2014-09-09,2014-09-14,Second Class,LC-17140,TEC-AC-10002134-0,0.2,6,64.704,-4.8528,3821,No,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard
70,CA-2014-102869,2014-09-09,2014-09-14,Second Class,LC-17140,TEC-PH-10002549-0,0.4,1,135.516,-31.6204,3821,No,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone
71,CA-2014-102988,2014-04-05,2014-04-09,Second Class,GM-14695,OFF-AR-10000127-0,0.0,7,22.96,6.6584,3978,No,Office Supplies,Art,Newell 321
72,CA-2014-102988,2014-04-05,2014-04-09,Second Class,GM-14695,OFF-AR-10004757-0,0.0,7,22.96,7.5768,3978,No,Office Supplies,Art,Crayola Colored Pencils
73,CA-2014-102988,2014-04-05,2014-04-09,Second Class,GM-14695,OFF-PA-10003349-0,0.0,2,12.96,6.3504,3978,No,Office Supplies,Paper,Xerox 1957
74,CA-2014-102988,2014-04-05,2014-04-09,Second Class,GM-14695,OFF-SU-10002881-0,0.0,5,4164.05,83.281,3978,No,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener
75,CA-2014-102988,2014-04-05,2014-04-09,Second Class,GM-14695,TEC-PH-10001615-0,0.0,1,28.99,8.4071,3978,No,Technology,Phones,AT&T CL82213
76,CA-2014-103058,2014-07-23,2014-07-24,First Class,AG-10270,TEC-AC-10001314-0,0.0,2,99.98,7.9984,3869,No,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard
77,CA-2014-103086,2014-10-17,2014-10-19,Second Class,EB-14170,FUR-FU-10004586-0,0.6,2,5.312,-1.5936,3783,No,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs
78,CA-2014-103100,2014-12-20,2014-12-23,First Class,AB-10105,OFF-BI-10004600-0,0.0,3,1103.97,496.7865,3719,No,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System
79,CA-2014-103100,2014-12-20,2014-12-23,First Class,AB-10105,OFF-LA-10003720-0,0.0,1,3.69,1.7343,3719,No,Office Supplies,Labels,Avery 487
80,CA-2014-103191,2014-09-22,2014-09-27,Standard Class,VG-21805,OFF-ST-10002574-0,0.2,3,331.536,-82.884,3808,No,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black"
81,CA-2014-103219,2014-11-09,2014-11-13,Standard Class,BF-11215,FUR-FU-10004091-0,0.0,9,56.52,21.4776,3760,No,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock"
82,CA-2014-103310,2014-05-10,2014-05-15,Standard Class,GM-14680,FUR-CH-10002320-0,0.2,1,256.784,32.098,3943,No,Furniture,Chairs,Hon Pagoda Stacking Chairs
83,CA-2014-103310,2014-05-10,2014-05-15,Standard Class,GM-14680,OFF-PA-10004353-0,0.0,2,39.96,19.1808,3943,No,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes
84,CA-2014-103310,2014-05-10,2014-05-15,Standard Class,GM-14680,OFF-SU-10004737-0,0.0,6,41.04,11.0808,3943,No,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors
85,CA-2014-103310,2014-05-10,2014-05-15,Standard Class,GM-14680,TEC-PH-10001817-0,0.2,5,1432.0,125.3,3943,No,Technology,Phones,Wilson Electronics DB Pro Signal Booster
86,CA-2014-103317,2014-07-05,2014-07-08,First Class,DM-13525,FUR-FU-10001591-0,0.2,2,19.52,5.368,3887,No,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11
87,CA-2014-103317,2014-07-05,2014-07-08,First Class,DM-13525,FUR-FU-10003192-0,0.2,3,213.216,15.9912,3887,No,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp
88,CA-2014-103317,2014-07-05,2014-07-08,First Class,DM-13525,OFF-BI-10001787-0,0.7,5,9.81,-6.867,3887,No,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders
89,CA-2014-103331,2014-08-26,2014-09-01,Standard Class,KB-16315,FUR-FU-10001731-0,0.0,4,10.68,4.0584,3835,No,Furniture,Furnishings,Acrylic Self-Standing Desk Frames
90,CA-2014-103331,2014-08-26,2014-09-01,Standard Class,KB-16315,OFF-PA-10002160-0,0.0,3,17.34,8.4966,3835,No,Office Supplies,Paper,Xerox 1978
91,CA-2014-103331,2014-08-26,2014-09-01,Standard Class,KB-16315,OFF-PA-10002659-0,0.0,1,3.38,1.5548,3835,No,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book
92,CA-2014-103366,2014-01-15,2014-01-17,First Class,EH-13990,TEC-AC-10003628-0,0.0,5,149.95,65.978,4058,No,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling
93,CA-2014-103373,2014-05-18,2014-05-24,Standard Class,BS-11755,TEC-PH-10002885-0,0.4,2,779.796,-168.9558,3935,Yes,Technology,Phones,Apple iPhone 5
94,CA-2014-103401,2014-11-21,2014-11-26,Standard Class,GR-14560,OFF-PA-10003309-0,0.0,2,12.96,6.2208,3748,No,Office Supplies,Paper,Xerox 211
95,CA-2014-103429,2014-05-30,2014-06-01,First Class,LW-16825,OFF-AP-10001005-0,0.0,3,235.95,77.8635,3923,No,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner
96,CA-2014-103429,2014-05-30,2014-06-01,First Class,LW-16825,OFF-BI-10004233-0,0.2,2,25.584,8.9544,3923,No,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11"""
97,CA-2014-103429,2014-05-30,2014-06-01,First Class,LW-16825,OFF-PA-10001712-0,0.0,4,39.96,17.982,3923,No,Office Supplies,Paper,Xerox 1948
98,CA-2014-103429,2014-05-30,2014-06-01,First Class,LW-16825,TEC-PH-10003505-0,0.0,5,464.0,134.56,3923,No,Technology,Phones,Geemarc AmpliPOWER60
99,CA-2014-103492,2014-10-10,2014-10-15,Standard Class,CM-12715,OFF-BI-10004140-0,0.8,1,0.898,-1.5715,3790,No,Office Supplies,Binders,Avery Non-Stick Binders
100,CA-2014-103492,2014-10-10,2014-10-15,Standard Class,CM-12715,OFF-BI-10004817-0,0.8,5,11.98,-19.168,3790,No,Office Supplies,Binders,GBC Personal VeloBind Strips
101,CA-2014-103492,2014-10-10,2014-10-15,Standard Class,CM-12715,TEC-PH-10001128-0,0.2,6,719.952,71.9952,3790,No,Technology,Phones,Motorola Droid Maxx
102,CA-2014-103492,2014-10-10,2014-10-15,Standard Class,CM-12715,TEC-PH-10004667-0,0.2,7,755.944,66.1451,3790,No,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System
103,CA-2014-103527,2014-09-09,2014-09-14,Second Class,CC-12220,OFF-PA-10001622-0,0.2,3,10.896,3.405,3821,No,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled"
104,CA-2014-103590,2014-11-30,2014-12-04,Standard Class,JL-15505,OFF-EN-10004007-0,0.0,4,62.28,29.2716,3739,No,Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes
105,CA-2014-103660,2014-08-25,2014-08-30,Standard Class,MW-18220,TEC-PH-10000895-0,0.2,7,1007.944,75.5958,3836,No,Technology,Phones,Polycom VVX 310 VoIP phone
106,CA-2014-103702,2014-09-12,2014-09-17,Standard Class,AF-10885,OFF-BI-10002429-0,0.7,7,63.924,-46.8776,3818,No,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black"
107,CA-2014-103744,2014-02-23,2014-02-27,Standard Class,MG-17875,OFF-BI-10000320-0,0.8,3,4.428,-6.8634,4019,Yes,Office Supplies,Binders,GBC Plastic Binding Combs
108,CA-2014-103744,2014-02-23,2014-02-27,Standard Class,MG-17875,OFF-LA-10004425-0,0.2,3,6.936,2.3409,4019,Yes,Office Supplies,Labels,Staple-on labels
109,CA-2014-103800,2014-01-03,2014-01-07,Standard Class,DP-13000,OFF-PA-10000174-0,0.2,2,16.448,5.5512,4070,No,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book"
110,CA-2014-103807,2014-12-02,2014-12-09,Standard Class,EM-13825,OFF-PA-10002195-0,0.0,3,15.24,7.1628,3737,No,Office Supplies,Paper,Xerox 1966
111,CA-2014-103807,2014-12-02,2014-12-09,Standard Class,EM-13825,TEC-AC-10000199-0,0.0,1,5.95,0.833,3737,No,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0
112,CA-2014-103849,2014-05-11,2014-05-16,Standard Class,PG-18895,FUR-FU-10000723-0,0.6,4,66.112,-84.2928,3942,No,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting"
113,CA-2014-103849,2014-05-11,2014-05-16,Standard Class,PG-18895,TEC-AC-10001465-0,0.2,2,58.112,7.264,3942,No,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive
114,CA-2014-103849,2014-05-11,2014-05-16,Standard Class,PG-18895,TEC-PH-10002597-0,0.2,1,100.792,6.2995,3942,No,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium
115,CA-2014-103940,2014-09-17,2014-09-21,Standard Class,BN-11515,FUR-FU-10004671-0,0.0,2,35.34,13.4292,3813,Yes,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock"
116,CA-2014-103940,2014-09-17,2014-09-21,Standard Class,BN-11515,OFF-BI-10002735-0,0.2,5,137.24,46.3185,3813,Yes,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers
117,CA-2014-103940,2014-09-17,2014-09-21,Standard Class,BN-11515,OFF-ST-10000943-0,0.0,3,57.93,16.2204,3813,Yes,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black
118,CA-2014-103940,2014-09-17,2014-09-21,Standard Class,BN-11515,OFF-ST-10004963-0,0.0,2,30.28,1.2112,3813,Yes,Office Supplies,Storage,Eldon Gobal File Keepers
119,CA-2014-103989,2014-03-19,2014-03-21,First Class,MC-17605,FUR-FU-10002508-0,0.2,3,20.016,5.5044,3995,No,Furniture,Furnishings,Document Clip Frames
120,CA-2014-103989,2014-03-19,2014-03-21,First Class,MC-17605,FUR-FU-10003981-0,0.2,3,4.992,1.3728,3995,No,Furniture,Furnishings,Eldon Wave Desk Accessories
121,CA-2014-103989,2014-03-19,2014-03-21,First Class,MC-17605,OFF-BI-10001196-0,0.7,5,33.57,-25.737,3995,No,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black"
122,CA-2014-103989,2014-03-19,2014-03-21,First Class,MC-17605,OFF-LA-10000443-0,0.2,4,11.808,3.9852,3995,No,Office Supplies,Labels,Avery 501
123,CA-2014-103989,2014-03-19,2014-03-21,First Class,MC-17605,OFF-ST-10000918-0,0.2,3,26.16,1.962,3995,No,Office Supplies,Storage,Crate-A-Files
124,CA-2014-103989,2014-03-19,2014-03-21,First Class,MC-17605,TEC-AC-10002647-0,0.2,2,170.24,53.2,3995,No,Technology,Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired"
125,CA-2014-103989,2014-03-19,2014-03-21,First Class,MC-17605,TEC-PH-10004667-0,0.2,3,323.976,28.3479,3995,No,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System
126,CA-2014-104178,2014-08-25,2014-08-29,Standard Class,JM-15265,FUR-FU-10000771-0,0.0,1,6.28,2.6376,3836,No,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke"
127,CA-2014-104178,2014-08-25,2014-08-29,Standard Class,JM-15265,OFF-PA-10004983-0,0.0,4,25.92,12.4416,3836,No,Office Supplies,Paper,Xerox 23
128,CA-2014-104178,2014-08-25,2014-08-29,Standard Class,JM-15265,OFF-ST-10004258-0,0.0,4,48.84,13.1868,3836,No,Office Supplies,Storage,Portable Personal File Box
129,CA-2014-104178,2014-08-25,2014-08-29,Standard Class,JM-15265,TEC-AC-10002399-0,0.0,5,95.1,30.432,3836,No,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive
130,CA-2014-104269,2014-03-01,2014-03-06,Second Class,DB-13060,FUR-CH-10004063-0,0.2,2,457.568,51.4764,4013,No,Furniture,Chairs,Global Deluxe High-Back Manager's Chair
131,CA-2014-104283,2014-06-27,2014-07-01,Standard Class,LM-17065,FUR-TA-10001039-0,0.0,1,85.98,22.3548,3895,No,Furniture,Tables,KI Adjustable-Height Table
132,CA-2014-104283,2014-06-27,2014-07-01,Standard Class,LM-17065,OFF-ST-10004337-0,0.0,5,306.2,0.0,3895,No,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h"
133,CA-2014-104283,2014-06-27,2014-07-01,Standard Class,LM-17065,TEC-AC-10000109-0,0.0,4,223.96,53.7504,3895,No,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive
134,CA-2014-104402,2014-06-17,2014-06-23,Standard Class,DB-13660,TEC-MA-10000423-0,0.0,3,65.97,31.0059,3905,No,Technology,Machines,Texas Instruments TI-34 Scientific Calculator
135,CA-2014-104472,2014-06-02,2014-06-07,Standard Class,CK-12325,FUR-FU-10000246-0,0.0,6,73.32,21.996,3920,No,Furniture,Furnishings,Aluminum Document Frame
136,CA-2014-104472,2014-06-02,2014-06-07,Standard Class,CK-12325,OFF-BI-10001658-0,0.2,3,59.808,19.4376,3920,No,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers
137,CA-2014-104563,2014-03-07,2014-03-12,Standard Class,CM-12715,FUR-CH-10002780-0,0.2,6,436.704,21.8352,4007,No,Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms
